Width,Distance,TotalDistance,Time

15,50,76.84399781375251,1112,
15,50,71.58910531638176,1348,
15,50,81.78630692236935,1013,
15,50,94.36630754670864,964,
15,50,104.62313319720452,1409,
15,50,91.7877987534291,1026,
15,50,78,1358,
15,50,100.90094152187085,1286,
15,50,112.05802068571441,1160,
15,50,105.11898020814318,977,
15,50,90.80198235721508,2076,
15,50,78.85429601486528,1063,
15,50,81.02468759581859,939,
15,50,84.90583018850944,1001,
15,50,86.68333173107735,1112,
15,100,196.0025510038071,1607,
15,100,192.77188591700815,1001,
15,100,210.1547049199708,1198,
15,100,208.92582415776178,1298,
15,100,189.70766985021982,1137,
15,100,188.2471779336944,1779,
15,100,184.22811946062956,1248,
15,100,199.01004999748127,1274,
15,100,206.34437234875102,2322,
15,100,188.01063799689632,988,
15,100,198.01010075246163,1026,
15,100,200.7710138441304,1087,
15,100,194.65096968677037,1212,
15,100,194.18032856085088,1161,
15,100,NaN,0,
15,150,299.5797055876783,1669,
15,150,317.5358247505311,1062,
15,150,306.7767918210242,1273,
15,150,284.1126537132762,1571,
15,150,287.57781555606823,1260,
15,150,294.0833215264001,1138,
15,150,290.5477585527033,1421,
15,150,281.04981764804614,1581,
15,150,296.90570893803977,1249,
15,150,307.8457405909655,1273,
15,150,302.9471901173536,1298,
15,150,299,1272,
15,150,297.1683024819437,1384,
15,150,289.72055501810706,1162,
15,150,NaN,0,
20,50,109.41663493271945,1199,
20,50,93.17188417113823,1124,
20,50,83.19855767980596,1211,
20,50,87.00574693662483,3325,
20,50,82.09750300709517,1211,
20,50,87.80091115700337,1150,
20,50,98.12746812182611,1298,
20,50,103.58088626768937,1013,
20,50,87.92041856133307,1236,
20,50,79.60527620704548,1112,
20,50,81.88406438373708,1087,
20,50,68.4470598345904,1199,
20,50,81.30190649671138,1273,
20,50,92.0869154657707,1026,
20,50,NaN,0,
20,100,204.08821622033938,1039,
20,100,188.32153355365392,1569,
20,100,190.93978108293726,976,
20,100,210.95023109728987,1026,
20,100,185.32404053441098,988,
20,100,173.78722622793657,1026,
20,100,193.91235133430774,1014,
20,100,223.32935319836486,1063,
20,100,226.37358503146962,1087,
20,100,204.08821622033938,1571,
20,100,183.412104289766,989,
20,100,207.42227459942677,1407,
20,100,204.94145505485218,1274,
20,100,184.3529224069963,1557,
20,100,NaN,0,
20,150,286.41927309453183,1113,
20,150,288.46663585239804,1062,
20,150,290.33084576048753,939,
20,150,291.0068727710739,1051,
20,150,277.0739973364516,1162,
20,150,284.6278271708513,1681,
20,150,298.41246622753545,2311,
20,150,284.5241641759097,1383,
20,150,276.0307953834137,1299,
20,150,281.3254343282882,1248,
20,150,285.3296339324046,1051,
20,150,283.67763394388356,1297,
20,150,292.04280508172087,1435,
20,150,287.17938644686876,1099,
20,150,NaN,0,
undefined,undefined,NaN,0